StudentID,Earned Points,Possible Points,PercentCorrect,QuizCreated,Stu1,PriKey1,Points1,Stu2,PriKey2,Points2,Stu3,PriKey3,Points3,Stu4,PriKey4,Points4,Stu5,PriKey5,Points5,Stu6,PriKey6,Points6,Stu7,PriKey7,Points7,Stu8,PriKey8,Points8,Stu9,PriKey9,Points9,Stu10,PriKey10,Points10,Stu11,PriKey11,Points11,Stu12,PriKey12,Points12,Stu13,PriKey13,Points13,Stu14,PriKey14,Points14,Stu15,PriKey15,Points15,Stu16,PriKey16,Points16,Stu17,PriKey17,Points17,Stu18,PriKey18,Points18,Stu19,PriKey19,Points19,Stu20,PriKey20,Points20,Stu21,PriKey21,Points21,Stu22,PriKey22,Points22,Stu23,PriKey23,Points23,Stu24,PriKey24,Points24,Stu25,PriKey25,Points25,Stu26,PriKey26,Points26,Stu27,PriKey27,Points27,Stu28,PriKey28,Points28,Stu29,PriKey29,Points29,Stu30,PriKey30,Points30,Stu31,PriKey31,Points31,Stu32,PriKey32,Points32,Stu33,PriKey33,Points33,Stu34,PriKey34,Points34,Stu35,PriKey35,Points35
DL 995032045,8,35,22.86,03-03-2020 00:00,C,B,0,C,D,0,C,D,0,B,D,0,B,D,0,B,B,1,A,A,1,B,D,0,B,A,0,D,D,1,C,A,0,B,B,1,C,D,0,A,B,0,C,A,0,B,B,1,C,C,1,C,D,0,D,C,0,D,A,0,D,A,0,C,A,0,A,C,0,B,C,0,D,A,0,B,B,1,B,A,0,A,C,0,A,C,0,C,B,0,B,D,0,B,A,0,D,B,0,D,D,1,C,B,0
DL 995032046,25,35,71.43,03-03-2020 00:00,B,B,1,A,D,0,D,D,1,D,D,1,D,D,1,B,B,1,D,A,0,D,D,1,A,A,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1,A,A,1,A,B,0,C,C,1,D,D,1,B,C,0,A,A,1,B,A,0,A,A,1,A,C,0,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,A,B,0
DL 995032935,10,35,28.57,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,,B,0,,A,0,D,D,1,,A,0,C,D,0,A,A,1,A,B,0,B,D,0,A,B,0,D,A,0,C,B,0,C,C,1,B,D,0,B,C,0,A,A,1,A,A,1,C,A,0,C,C,1,,C,0,C,A,0,A,B,0,A,A,1,,C,0,D,C,0,D,B,0,A,D,0,C,A,0,A,B,0,D,D,1,C,B,0
DL 995033003,16,35,45.71,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,A,A,1,B,B,1,C,D,0,C,B,0,D,A,0,A,B,0,C,C,1,A,D,0,C,C,1,A,A,1,D,A,0,A,A,1,B,C,0,C,C,1,A,A,1,C,B,0,B,A,0,D,C,0,C,C,1,D,B,0,A,D,0,B,A,0,A,B,0,D,D,1,C,B,0
DL 995033005,19,35,54.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,A,A,1,B,B,1,C,D,0,C,B,0,D,A,0,A,B,0,C,C,1,A,D,0,C,C,1,A,A,1,D,A,0,A,A,1,B,C,0,C,C,1,A,A,1,B,B,1,A,A,1,B,C,0,C,C,1,D,B,0,B,D,0,C,A,0,A,B,0,D,D,1,B,B,1
DL 995033006,9,35,25.71,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,A,A,1,,B,0,,D,0,,B,0,D,A,0,A,B,0,C,C,1,A,D,0,C,C,1,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995033009,12,35,34.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,A,A,1,B,B,1,,D,0,C,B,0,D,A,0,A,B,0,C,C,1,A,D,0,C,C,1,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,B,C,0,C,B,0,AB,D,0,A,A,1,C,B,0,D,D,1,D,B,0
DL 995033010,6,35,17.14,03-03-2020 00:00,B,B,1,A,D,0,B,D,0,B,D,0,C,D,0,C,B,0,A,A,1,D,D,1,B,A,0,D,D,1,A,A,1,B,B,1,,D,0,A,B,0,B,A,0,,B,0,,C,0,,D,0,,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995033013,10,35,28.57,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,B,B,1,D,A,0,A,D,0,C,A,0,B,D,0,B,A,0,A,B,0,B,D,0,C,B,0,D,A,0,D,B,0,A,C,0,C,D,0,C,C,1,A,A,1,D,A,0,A,A,1,A,C,0,B,C,0,C,A,0,A,B,0,A,A,1,C,C,1,B,C,0,C,B,0,B,D,0,A,A,1,A,B,0,D,D,1,C,B,0
DL 995033014,12,35,34.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,D,A,0,A,D,0,C,A,0,B,D,0,D,A,0,D,B,0,B,D,0,D,B,0,A,A,1,D,B,0,D,C,0,B,D,0,D,C,0,A,A,1,B,A,0,C,A,0,C,C,1,B,C,0,B,A,0,B,B,1,A,A,1,C,C,1,B,C,0,D,B,0,B,D,0,A,A,1,D,B,0,D,D,1,A,B,0
DL 995033016,16,35,45.71,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,D,B,0,D,A,0,D,D,1,A,A,1,D,D,1,D,A,0,B,B,1,B,D,0,D,B,0,C,A,0,D,B,0,C,C,1,A,D,0,A,C,0,A,A,1,A,A,1,B,A,0,B,C,0,C,C,1,A,A,1,C,B,0,A,A,1,D,C,0,D,C,0,A,B,0,D,D,1,B,A,0,B,B,1,D,D,1,B,B,1
DL 995033018,14,35,40,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,D,B,0,C,A,0,B,D,0,A,A,1,D,D,1,D,A,0,C,B,0,C,D,0,B,B,1,D,A,0,D,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,A,C,0,B,C,0,B,A,0,C,B,0,A,A,1,D,C,0,B,C,0,B,B,1,C,D,0,B,A,0,C,B,0,D,D,1,B,B,1
DL 995033019,12,35,34.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,A,A,1,B,B,1,,D,0,C,B,0,D,A,0,B,B,1,,C,0,A,D,0,C,C,1,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,B,C,0,C,B,0,B,D,0,A,A,1,C,B,0,D,D,1,D,B,0
DL 995033022,18,35,51.43,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,A,D,0,D,A,0,C,D,0,B,A,0,B,B,1,D,D,1,A,B,0,A,A,1,B,B,1,C,C,1,C,D,0,B,C,0,B,A,0,A,A,1,D,A,0,A,C,0,C,C,1,C,A,0,C,B,0,A,A,1,C,C,1,D,C,0,C,B,0,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1
DL 995033023,10,35,28.57,03-03-2020 00:00,D,B,0,C,D,0,A,D,0,C,D,0,C,D,0,,B,0,,A,0,,D,0,,A,0,C,D,0,D,A,0,B,B,1,D,D,1,B,B,1,B,A,0,C,B,0,C,C,1,D,D,1,D,C,0,B,A,0,A,A,1,C,A,0,B,C,0,D,C,0,D,A,0,A,B,0,A,A,1,A,C,0,C,C,1,C,B,0,C,D,0,D,A,0,D,B,0,D,D,1,B,B,1
DL 995033026,18,35,51.43,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,D,D,1,B,B,1,C,A,0,D,D,1,A,A,1,A,D,0,B,A,0,B,B,1,A,D,0,A,B,0,C,A,0,B,B,1,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,C,A,0,B,C,0,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,A,B,0,A,D,0,C,A,0,C,B,0,D,D,1,A,B,0
DL 995033027,14,35,40,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,D,B,0,D,A,0,D,D,1,A,A,1,B,D,0,B,A,0,B,B,1,D,D,1,D,B,0,C,A,0,D,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,C,C,1,B,C,0,C,A,0,B,B,1,A,A,1,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995033034,11,35,31.43,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,D,B,0,D,A,0,D,D,1,A,A,1,B,D,0,B,A,0,B,B,1,D,D,1,D,B,0,C,A,0,D,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995033035,19,35,54.29,03-03-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,A,D,0,B,B,1,A,A,1,D,D,1,A,A,1,A,D,0,B,A,0,D,B,0,D,D,1,B,B,1,C,A,0,C,B,0,A,C,0,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,B,C,0,D,C,0,D,A,0,C,B,0,A,A,1,C,C,1,C,C,1,C,B,0,D,D,1,A,A,1,A,B,0,D,D,1,A,B,0
DL 995033036,0,35,0,03-03-2020 00:00,,B,0,,D,0,,D,0,,D,0,,D,0,,B,0,,A,0,,D,0,,A,0,,D,0,,A,0,,B,0,,D,0,,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995033037,16,35,45.71,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,B,B,1,C,A,0,D,D,1,D,A,0,C,D,0,D,A,0,B,B,1,C,D,0,B,B,1,C,A,0,B,B,1,C,C,1,A,D,0,A,C,0,A,A,1,A,A,1,D,A,0,B,C,0,B,C,0,B,A,0,B,B,1,A,A,1,C,C,1,A,C,0,D,B,0,A,D,0,A,A,1,B,B,1,D,D,1,C,B,0
DL 995033041,2,35,5.71,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,C,B,0,D,A,0,,D,0,B,A,0,B,D,0,D,A,0,D,B,0,A,D,0,C,B,0,D,A,0,D,B,0,D,C,0,,D,0,,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995033042,15,35,42.86,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,A,B,0,C,A,0,D,D,1,B,A,0,B,D,0,D,A,0,D,B,0,D,D,1,A,B,0,C,A,0,B,B,1,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,D,A,0,A,C,0,C,C,1,C,A,0,B,B,1,A,A,1,C,C,1,A,C,0,A,B,0,A,D,0,A,A,1,B,B,1,D,D,1,A,B,0
DL 995034000,16,35,45.71,03-03-2020 00:00,B,B,1,C,D,0,D,D,1,C,D,0,D,D,1,A,B,0,A,A,1,C,D,0,A,A,1,C,D,0,B,A,0,C,B,0,B,D,0,B,B,1,B,A,0,B,B,1,C,C,1,C,D,0,C,C,1,A,A,1,A,A,1,A,A,1,,C,0,,C,0,B,A,0,B,B,1,C,A,0,B,C,0,A,C,0,B,B,1,B,D,0,A,A,1,B,B,1,B,D,0,A,B,0
DL 995034003,13,35,37.14,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,C,D,0,B,B,1,C,A,0,D,D,1,A,A,1,,D,0,,A,0,B,B,1,,D,0,B,B,1,,A,0,A,B,0,D,C,0,A,D,0,,C,0,A,A,1,A,A,1,D,A,0,C,C,1,,C,0,C,A,0,B,B,1,B,A,0,C,C,1,C,C,1,B,B,1,A,D,0,,A,0,,B,0,,D,0,,B,0
DL 995034007,18,35,51.43,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,C,B,0,A,A,1,D,D,1,C,A,0,A,D,0,B,A,0,B,B,1,D,D,1,B,B,1,A,A,1,,B,0,C,C,1,C,D,0,B,C,0,A,A,1,,A,0,A,A,1,C,C,1,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,A,D,0,,A,0,,B,0,,D,0,,B,0
DL 995034009,10,35,28.57,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,A,D,0,C,D,0,C,B,0,D,A,0,C,D,0,D,A,0,C,D,0,B,A,0,C,B,0,A,D,0,C,B,0,A,A,1,D,B,0,B,C,0,C,D,0,A,C,0,A,A,1,,A,0,A,A,1,C,C,1,B,C,0,B,A,0,B,B,1,A,A,1,B,C,0,A,C,0,A,B,0,A,D,0,A,A,1,B,B,1,D,D,1,A,B,0
DL 995034011,11,35,31.43,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,A,B,0,A,A,1,A,D,0,A,A,1,,D,0,,A,0,,B,0,,D,0,,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,A,A,1,A,A,1,A,A,1,A,C,0,A,C,0,A,A,1,C,B,0,A,A,1,C,C,1,A,C,0,A,B,0,A,D,0,A,A,1,,B,0,,D,0,,B,0
DL 995034012,6,35,17.14,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,A,D,0,C,D,0,C,B,0,D,A,0,C,D,0,D,A,0,C,D,0,B,A,0,C,B,0,A,D,0,C,B,0,A,A,1,D,B,0,B,C,0,C,D,0,A,C,0,A,A,1,,A,0,A,A,1,C,C,1,B,C,0,B,A,0,A,B,0,,A,0,C,C,1,A,C,0,,B,0,A,D,0,,A,0,A,B,0,B,D,0,,B,0
DL 995034013,17,35,48.57,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,D,B,0,A,A,1,D,D,1,A,A,1,C,D,0,B,A,0,C,B,0,B,D,0,A,B,0,A,A,1,A,B,0,C,C,1,D,D,1,D,C,0,A,A,1,A,A,1,C,A,0,A,C,0,C,C,1,B,A,0,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,B,D,0,A,A,1,C,B,0,D,D,1,A,B,0
DL 995034014,18,35,51.43,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,D,B,0,A,A,1,D,D,1,A,A,1,C,D,0,B,A,0,C,B,0,B,D,0,A,B,0,A,A,1,A,B,0,C,C,1,D,D,1,D,C,0,A,A,1,A,A,1,C,A,0,A,C,0,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,B,D,0,C,A,0,C,B,0,D,D,1,A,B,0
DL 995034020,21,35,60,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,B,A,0,B,D,0,C,A,0,B,D,0,B,A,0,B,B,1,D,D,1,A,B,0,A,A,1,B,B,1,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,A,C,0,D,C,0,A,A,1,B,B,1,A,A,1,C,C,1,B,C,0,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 995034020,5,35,14.29,03-03-2020 00:00,A,B,0,D,D,1,C,D,0,B,D,0,C,D,0,D,B,0,C,A,0,C,D,0,D,A,0,A,D,0,D,A,0,D,B,0,C,D,0,A,B,0,D,A,0,D,B,0,C,C,1,C,D,0,D,C,0,D,A,0,,A,0,C,A,0,A,C,0,C,C,1,D,A,0,C,B,0,A,A,1,D,C,0,C,C,1,C,B,0,B,D,0,D,A,0,A,B,0,B,D,0,C,B,0
DL 995034023,13,35,37.14,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,D,D,1,D,B,0,A,A,1,D,D,1,D,A,0,D,D,1,A,A,1,B,B,1,D,D,1,D,B,0,A,A,1,A,B,0,C,C,1,D,D,1,D,C,0,A,A,1,A,A,1,C,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995034024,13,35,37.14,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,A,D,0,D,B,0,A,A,1,D,D,1,D,A,0,D,D,1,A,A,1,B,B,1,D,D,1,D,B,0,A,A,1,A,B,0,C,C,1,D,D,1,D,C,0,A,A,1,A,A,1,C,A,0,A,C,0,C,C,1,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995034027,5,35,14.29,03-03-2020 00:00,A,B,0,B,D,0,C,D,0,C,D,0,C,D,0,C,B,0,C,A,0,B,D,0,A,A,1,,D,0,,A,0,B,B,1,B,D,0,,B,0,C,A,0,,B,0,,C,0,,D,0,,C,0,D,A,0,B,A,0,B,A,0,B,C,0,C,C,1,C,A,0,,B,0,B,A,0,,C,0,BC,C,0,,B,0,A,D,0,A,A,1,D,B,0,D,D,1,D,B,0
DL 995034028,7,35,20,03-03-2020 00:00,D,B,0,A,D,0,B,D,0,D,D,1,C,D,0,B,B,1,,A,0,C,D,0,D,A,0,C,D,0,,A,0,B,B,1,,D,0,,B,0,,A,0,,B,0,,C,0,,D,0,A,C,0,,A,0,,A,0,C,A,0,C,C,1,C,C,1,D,A,0,A,B,0,B,A,0,C,C,1,,C,0,C,B,0,,D,0,D,A,0,,B,0,D,D,1,A,B,0
DL 995034034,4,35,11.43,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,C,D,0,C,B,0,A,A,1,A,D,0,,A,0,,D,0,,A,0,,B,0,,D,0,D,B,0,,A,0,C,B,0,,C,0,,D,0,A,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,B,B,1,D,A,0,,C,0,,C,0,,B,0,D,D,1,,A,0,,B,0,,D,0,D,B,0
DL 995034036,12,35,34.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,D,D,1,B,B,1,D,A,0,C,D,0,D,A,0,A,D,0,C,A,0,A,B,0,D,D,1,A,B,0,B,A,0,C,B,0,D,C,0,A,D,0,B,C,0,A,A,1,B,A,0,D,A,0,C,C,1,B,C,0,D,A,0,AC,B,0,B,A,0,C,C,1,C,C,1,C,B,0,D,D,1,A,A,1,A,B,0,D,D,1,B,B,1
DL 995034038,10,35,28.57,03-03-2020 00:00,A,B,0,C,D,0,D,D,1,C,D,0,C,D,0,C,B,0,D,A,0,C,D,0,B,A,0,A,D,0,A,A,1,B,B,1,D,D,1,A,B,0,C,A,0,D,B,0,B,C,0,D,D,1,D,C,0,A,A,1,C,A,0,B,A,0,C,C,1,D,C,0,C,A,0,C,B,0,B,A,0,C,C,1,D,C,0,D,B,0,D,D,1,D,A,0,D,B,0,D,D,1,D,B,0
DL 995034040,12,35,34.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,C,A,0,B,D,0,B,A,0,D,D,1,C,A,0,D,B,0,C,D,0,D,B,0,B,A,0,B,B,1,B,C,0,D,D,1,A,C,0,A,A,1,C,A,0,B,A,0,B,C,0,C,C,1,A,A,1,B,B,1,B,A,0,D,C,0,D,C,0,C,B,0,D,D,1,C,A,0,D,B,0,A,D,0,B,B,1
DL 995034041,17,35,48.57,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,C,A,0,D,D,1,A,A,1,A,D,0,B,A,0,B,B,1,D,D,1,A,B,0,A,A,1,A,B,0,BC,C,0,A,D,0,C,C,1,A,A,1,,A,0,D,A,0,A,C,0,C,C,1,B,A,0,C,B,0,A,A,1,A,C,0,C,C,1,B,B,1,A,D,0,C,A,0,B,B,1,D,D,1,B,B,1
DL 995034042,19,35,54.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,C,A,0,D,D,1,A,A,1,A,D,0,B,A,0,B,B,1,D,D,1,A,B,0,A,A,1,A,B,0,C,C,1,A,D,0,C,C,1,A,A,1,A,A,1,D,A,0,A,C,0,C,C,1,B,A,0,C,B,0,A,A,1,A,C,0,C,C,1,B,B,1,A,D,0,C,A,0,B,B,1,D,D,1,B,B,1
DL 995034046,15,35,42.86,03-03-2020 00:00,C,B,0,C,D,0,C,D,0,A,D,0,A,D,0,D,B,0,A,A,1,C,D,0,A,A,1,B,D,0,B,A,0,D,B,0,C,D,0,B,B,1,D,A,0,B,B,1,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,C,A,0,B,C,0,D,C,0,B,A,0,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,A,D,0,B,A,0,B,B,1,D,D,1,B,B,1
DL 995035002,0,35,0,03-03-2020 00:00,,B,0,,D,0,,D,0,,D,0,,D,0,,B,0,,A,0,,D,0,,A,0,,D,0,,A,0,,B,0,,D,0,,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995035003,15,35,42.86,03-03-2020 00:00,D,B,0,A,D,0,D,D,1,D,D,1,B,D,0,C,B,0,B,A,0,A,D,0,D,A,0,A,D,0,D,A,0,B,B,1,C,D,0,B,B,1,C,A,0,B,B,1,C,C,1,B,D,0,A,C,0,A,A,1,A,A,1,C,A,0,B,C,0,A,C,0,A,A,1,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,C,D,0,B,A,0,B,B,1,D,D,1,C,B,0
DL 995035008,16,35,45.71,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,D,A,0,B,B,1,C,D,0,B,B,1,A,A,1,C,B,0,A,C,0,D,D,1,C,C,1,A,A,1,A,A,1,D,A,0,C,C,1,B,C,0,B,A,0,C,B,0,A,A,1,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995035011,15,35,42.86,03-03-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,A,B,0,D,A,0,D,D,1,C,A,0,B,D,0,A,A,1,B,B,1,D,D,1,B,B,1,C,A,0,D,B,0,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,C,A,0,B,B,1,C,A,0,A,C,0,B,C,0,C,B,0,D,D,1,D,A,0,C,B,0,A,D,0,C,B,0
DL 995035012,3,35,8.57,03-03-2020 00:00,A,B,0,B,D,0,B,D,0,,D,0,,D,0,D,B,0,,A,0,,D,0,A,A,1,C,D,0,C,A,0,B,B,1,,D,0,D,B,0,B,A,0,D,B,0,C,C,1,B,D,0,,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995035013,14,35,40,03-03-2020 00:00,B,B,1,B,D,0,C,D,0,B,D,0,A,D,0,D,B,0,C,A,0,D,D,1,A,A,1,A,D,0,D,A,0,B,B,1,C,D,0,A,B,0,B,A,0,D,B,0,C,C,1,D,D,1,A,C,0,D,A,0,A,A,1,A,A,1,D,C,0,B,C,0,A,A,1,,B,0,C,A,0,D,C,0,C,C,1,B,B,1,A,D,0,A,A,1,B,B,1,C,D,0,B,B,1
DL 995035014,11,35,31.43,03-03-2020 00:00,B,B,1,B,D,0,C,D,0,D,D,1,D,D,1,A,B,0,C,A,0,B,D,0,C,A,0,A,D,0,C,A,0,B,B,1,D,D,1,A,B,0,D,A,0,D,B,0,C,C,1,B,D,0,D,C,0,D,A,0,A,A,1,C,A,0,D,C,0,D,C,0,A,A,1,D,B,0,A,A,1,D,C,0,D,C,0,B,B,1,B,D,0,C,A,0,D,B,0,D,D,1,A,B,0
DL 995035016,19,35,54.29,03-03-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,C,B,0,C,A,0,D,D,1,A,A,1,B,D,0,B,A,0,D,B,0,D,D,1,B,B,1,C,A,0,B,B,1,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,B,A,0,B,C,0,C,C,1,D,A,0,B,B,1,A,A,1,B,C,0,C,C,1,B,B,1,B,D,0,A,A,1,A,B,0,D,D,1,A,B,0
DL 995035017,26,35,74.29,03-03-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,B,D,0,D,A,0,B,B,1,A,D,0,B,B,1,A,A,1,A,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,C,C,1,C,C,1,A,A,1,B,B,1,A,A,1,B,C,0,C,C,1,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 995035018,10,35,28.57,03-03-2020 00:00,B,B,1,C,D,0,D,D,1,B,D,0,C,D,0,D,B,0,A,A,1,C,D,0,B,A,0,B,D,0,C,A,0,B,B,1,D,D,1,D,B,0,C,A,0,A,B,0,B,C,0,C,D,0,B,C,0,A,A,1,D,A,0,B,A,0,B,C,0,D,C,0,D,A,0,B,B,1,A,A,1,B,C,0,A,C,0,C,B,0,C,D,0,B,A,0,B,B,1,D,D,1,C,B,0
DL 995035020,3,35,8.57,03-03-2020 00:00,A,B,0,B,D,0,C,D,0,,D,0,BD,D,0,,B,0,,A,0,C,D,0,,A,0,,D,0,,A,0,,B,0,,D,0,,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,A,A,1,B,A,0,C,A,0,,C,0,,C,0,A,A,1,B,B,1,C,A,0,,C,0,,C,0,,B,0,,D,0,,A,0,,B,0,,D,0,,B,0
DL 995035026,4,35,11.43,03-03-2020 00:00,C,B,0,D,D,1,B,D,0,A,D,0,,D,0,,B,0,,A,0,,D,0,,A,0,A,D,0,B,A,0,C,B,0,D,D,1,,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,A,A,1,B,A,0,C,A,0,D,C,0,,C,0,,A,0,,B,0,,A,0,,C,0,D,C,0,C,B,0,B,D,0,A,A,1,,B,0,,D,0,,B,0
DL 995035028,20,35,57.14,03-03-2020 00:00,B,B,1,C,D,0,,D,0,BD,D,0,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1,C,A,0,B,B,1,C,C,1,C,D,0,A,C,0,A,A,1,A,A,1,A,A,1,A,C,0,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,D,C,0,A,B,0,C,D,0,C,A,0,C,B,0,D,D,1,A,B,0
DL 995035031,26,35,74.29,03-03-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,D,D,1,D,A,0,B,B,1,D,D,1,B,B,1,A,A,1,D,B,0,C,C,1,D,D,1,D,C,0,A,A,1,A,A,1,A,A,1,B,C,0,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,B,D,0,C,A,0,B,B,1,D,D,1,B,B,1
