StudentID,Earned Points,Possible Points,PercentCorrect,QuizCreated,Stu1,PriKey1,Points1,Stu2,PriKey2,Points2,Stu3,PriKey3,Points3,Stu4,PriKey4,Points4,Stu5,PriKey5,Points5,Stu6,PriKey6,Points6,Stu7,PriKey7,Points7,Stu8,PriKey8,Points8,Stu9,PriKey9,Points9,Stu10,PriKey10,Points10,Stu11,PriKey11,Points11,Stu12,PriKey12,Points12,Stu13,PriKey13,Points13,Stu14,PriKey14,Points14,Stu15,PriKey15,Points15,Stu16,PriKey16,Points16,Stu17,PriKey17,Points17,Stu18,PriKey18,Points18,Stu19,PriKey19,Points19,Stu20,PriKey20,Points20,Stu21,PriKey21,Points21,Stu22,PriKey22,Points22,Stu23,PriKey23,Points23,Stu24,PriKey24,Points24,Stu25,PriKey25,Points25,Stu26,PriKey26,Points26,Stu27,PriKey27,Points27,Stu28,PriKey28,Points28,Stu29,PriKey29,Points29,Stu30,PriKey30,Points30,Stu31,PriKey31,Points31,Stu32,PriKey32,Points32,Stu33,PriKey33,Points33,Stu34,PriKey34,Points34,Stu35,PriKey35,Points35
DL 994033111,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,B,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,D,A,0,B,B,1,A,D,0,A,B,0,D,A,0,D,B,0,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,B,A,0,A,C,0,C,C,1,D,A,0,B,B,1,A,A,1,B,C,0,C,C,1,C,B,0,A,D,0,C,A,0,D,B,0,D,D,1,C,B,0
DL 994034121,9,35,25.71,29-02-2020 00:00,D,B,0,C,D,0,A,D,0,B,D,0,A,D,0,D,B,0,C,A,0,B,D,0,A,A,1,A,D,0,D,A,0,A,B,0,D,D,1,C,B,0,D,A,0,B,B,1,C,C,1,C,D,0,B,C,0,C,A,0,A,A,1,D,A,0,B,C,0,C,C,1,A,A,1,B,B,1,C,A,0,B,C,0,A,C,0,B,B,1,A,D,0,B,A,0,C,B,0,B,D,0,D,B,0
DL 994034122,21,35,60,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,B,B,1,B,A,0,D,D,1,A,A,1,A,D,0,B,A,0,B,B,1,C,D,0,C,B,0,A,A,1,A,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,C,C,1,C,C,1,D,A,0,B,B,1,D,A,0,D,C,0,D,C,0,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 994034124,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,B,D,0,B,D,0,D,D,1,B,B,1,D,A,0,D,D,1,C,A,0,B,D,0,C,A,0,B,B,1,C,D,0,C,B,0,D,A,0,A,B,0,C,C,1,A,D,0,D,C,0,D,A,0,D,A,0,,A,0,C,C,1,C,C,1,D,A,0,B,B,1,A,A,1,B,C,0,A,C,0,B,B,1,C,D,0,A,A,1,D,B,0,D,D,1,B,B,1
DL 994034128,24,35,68.57,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,D,A,0,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1,A,A,1,C,B,0,C,C,1,D,D,1,C,C,1,A,A,1,A,A,1,,A,0,C,C,1,,C,0,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,A,B,0,B,D,0,B,A,0,,B,0,D,D,1,B,B,1
DL 994034129,13,35,37.14,29-02-2020 00:00,C,B,0,C,D,0,B,D,0,D,D,1,C,D,0,B,B,1,D,A,0,D,D,1,B,A,0,A,D,0,B,A,0,B,B,1,D,D,1,A,B,0,C,A,0,D,B,0,C,C,1,A,D,0,B,C,0,A,A,1,C,A,0,A,A,1,B,C,0,A,C,0,B,A,0,A,B,0,A,A,1,C,C,1,D,C,0,D,B,0,D,D,1,A,A,1,A,B,0,D,D,1,A,B,0
DL 994034130,9,35,25.71,29-02-2020 00:00,C,B,0,B,D,0,D,D,1,A,D,0,A,D,0,D,B,0,B,A,0,C,D,0,D,A,0,C,D,0,C,A,0,B,B,1,A,D,0,D,B,0,C,A,0,D,B,0,A,C,0,A,D,0,D,C,0,A,A,1,C,A,0,B,A,0,B,C,0,C,C,1,D,A,0,B,B,1,A,A,1,C,C,1,A,C,0,C,B,0,D,D,1,B,A,0,D,B,0,D,D,1,A,B,0
DL 994034133,13,35,37.14,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,C,A,0,D,D,1,C,A,0,D,D,1,C,A,0,B,B,1,A,D,0,C,B,0,C,A,0,A,B,0,C,C,1,A,D,0,A,C,0,A,A,1,A,A,1,A,A,1,B,C,0,C,C,1,D,A,0,A,B,0,C,A,0,B,C,0,A,C,0,C,B,0,A,D,0,A,A,1,C,B,0,D,D,1,C,B,0
DL 994034134,13,35,37.14,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,B,A,0,D,D,1,B,A,0,A,D,0,B,A,0,B,B,1,D,D,1,B,B,1,C,A,0,B,B,1,C,C,1,,D,0,,C,0,,A,0,,A,0,D,A,0,B,C,0,C,C,1,,A,0,,B,0,,A,0,,C,0,,C,0,B,B,1,B,D,0,C,A,0,,B,0,D,D,1,,B,0
DL 994034137,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,A,D,0,C,D,0,B,B,1,D,A,0,D,D,1,D,A,0,A,D,0,A,A,1,B,B,1,D,D,1,D,B,0,D,A,0,D,B,0,C,C,1,C,D,0,A,C,0,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,B,C,0,B,B,1,D,D,1,A,A,1,C,B,0,D,D,1,C,B,0
DL 994034138,24,35,68.57,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,D,A,0,D,D,1,D,A,0,C,B,0,D,D,1,D,B,0,D,A,0,D,B,0,C,C,1,D,D,1,A,C,0,A,A,1,A,A,1,A,A,1,C,C,1,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,A,D,0,A,A,1,D,B,0,D,D,1,B,B,1
DL 994034139,20,35,57.14,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,D,D,1,D,A,0,B,B,1,D,D,1,A,B,0,D,A,0,D,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,B,C,0,A,C,0,A,A,1,B,B,1,C,A,0,D,C,0,B,C,0,B,B,1,D,D,1,A,A,1,C,B,0,D,D,1,A,B,0
DL 994034141,8,35,22.86,29-02-2020 00:00,B,B,1,A,D,0,C,D,0,D,D,1,D,D,1,B,B,1,B,A,0,D,D,1,B,A,0,B,D,0,,A,0,,B,0,,D,0,C,B,0,,A,0,,B,0,,C,0,,D,0,,C,0,A,A,1,B,A,0,B,A,0,A,C,0,C,C,1,D,A,0,A,B,0,,A,0,,C,0,,C,0,C,B,0,,D,0,,A,0,,B,0,D,D,1,,B,0
DL 994034143,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,B,B,1,D,A,0,D,D,1,D,A,0,D,D,1,D,A,0,B,B,1,D,D,1,A,B,0,D,A,0,D,B,0,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,D,A,0,A,C,0,A,C,0,B,A,0,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,D,B,0
DL 994034144,21,35,60,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,D,A,0,D,D,1,A,A,1,A,D,0,B,A,0,B,B,1,A,D,0,B,B,1,A,A,1,A,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,D,A,0,C,C,1,C,C,1,D,A,0,C,B,0,A,A,1,C,C,1,A,C,0,B,B,1,D,D,1,C,A,0,A,B,0,D,D,1,B,B,1
DL 994034147,17,35,48.57,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,D,D,1,D,A,0,B,B,1,D,D,1,A,B,0,,A,0,D,B,0,C,C,1,C,D,0,A,C,0,A,A,1,A,A,1,C,A,0,A,C,0,C,C,1,A,A,1,D,B,0,A,A,1,B,C,0,C,C,1,B,B,1,A,D,0,C,A,0,D,B,0,B,D,0,D,B,0
DL 994034149,22,35,62.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,C,A,0,D,D,1,B,A,0,B,B,1,D,D,1,B,B,1,A,A,1,C,B,0,C,C,1,A,D,0,A,C,0,A,A,1,A,A,1,C,A,0,B,C,0,A,C,0,B,A,0,B,B,1,A,A,1,,C,0,C,C,1,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 994034308,9,35,25.71,29-02-2020 00:00,C,B,0,C,D,0,A,D,0,B,D,0,A,D,0,D,B,0,A,A,1,D,D,1,A,A,1,A,D,0,D,A,0,C,B,0,D,D,1,A,B,0,A,A,1,B,B,1,C,C,1,A,D,0,A,C,0,A,A,1,A,A,1,B,A,0,A,C,0,D,C,0,B,A,0,D,B,0,B,A,0,B,C,0,A,C,0,C,B,0,A,D,0,,A,0,,B,0,,D,0,,B,0
DL 994034321,11,35,31.43,29-02-2020 00:00,A,B,0,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,D,A,0,D,D,1,B,A,0,D,D,1,C,A,0,B,B,1,D,D,1,A,B,0,A,A,1,D,B,0,A,C,0,C,D,0,D,C,0,A,A,1,A,A,1,D,A,0,A,C,0,A,C,0,D,A,0,C,B,0,D,A,0,B,C,0,A,C,0,B,B,1,D,D,1,,A,0,,B,0,,D,0,,B,0
DL 994034323,19,35,54.29,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,A,B,0,D,A,0,D,D,1,A,A,1,C,D,0,A,A,1,B,B,1,D,D,1,C,B,0,A,A,1,D,B,0,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,A,A,1,B,B,1,A,A,1,D,C,0,D,C,0,B,B,1,D,D,1,,A,0,,B,0,,D,0,,B,0
DL 994035148,10,35,28.57,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,C,D,0,B,A,0,C,D,0,C,A,0,B,B,1,,D,0,,B,0,,A,0,A,B,0,,C,0,D,D,1,A,C,0,,A,0,,A,0,,A,0,,C,0,,C,0,B,A,0,,B,0,A,A,1,,C,0,,C,0,A,B,0,,D,0,B,A,0,,B,0,D,D,1,,B,0
DL 994035151,20,35,57.14,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,C,D,0,B,A,0,B,B,1,B,D,0,D,B,0,A,A,1,D,B,0,C,C,1,D,D,1,A,C,0,A,A,1,A,A,1,D,A,0,D,C,0,,C,0,D,A,0,B,B,1,A,A,1,C,C,1,A,C,0,C,B,0,B,D,0,A,A,1,B,B,1,D,D,1,D,B,0
DL 994035156,23,35,65.71,29-02-2020 00:00,B,B,1,C,D,0,B,D,0,C,D,0,C,D,0,B,B,1,D,A,0,D,D,1,A,A,1,D,D,1,D,A,0,B,B,1,D,D,1,B,B,1,A,A,1,B,B,1,C,C,1,D,D,1,A,C,0,A,A,1,A,A,1,B,A,0,B,C,0,A,C,0,A,A,1,B,B,1,A,A,1,C,C,1,D,C,0,B,B,1,D,D,1,C,A,0,B,B,1,D,D,1,B,B,1
DL 994035158,15,35,42.86,29-02-2020 00:00,B,B,1,C,D,0,,D,0,,D,0,D,D,1,C,B,0,C,A,0,C,D,0,A,A,1,A,D,0,B,A,0,A,B,0,C,D,0,B,B,1,C,A,0,B,B,1,B,C,0,C,D,0,C,C,1,A,A,1,A,A,1,D,A,0,B,C,0,D,C,0,A,A,1,B,B,1,D,A,0,B,C,0,C,C,1,B,B,1,,D,0,A,A,1,B,B,1,D,D,1,C,B,0
DL 994035159,21,35,60,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,B,A,0,D,D,1,D,A,0,D,D,1,D,A,0,B,B,1,D,D,1,B,B,1,A,A,1,A,B,0,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,A,A,1,B,C,0,A,C,0,D,A,0,B,B,1,A,A,1,C,C,1,D,C,0,C,B,0,D,D,1,A,A,1,B,B,1,D,D,1,A,B,0
DL 994035160,13,35,37.14,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,C,B,0,D,A,0,D,D,1,B,A,0,C,D,0,D,A,0,B,B,1,B,D,0,A,B,0,A,A,1,A,B,0,D,C,0,D,D,1,D,C,0,A,A,1,A,A,1,A,A,1,B,C,0,A,C,0,C,A,0,A,B,0,D,A,0,C,C,1,C,C,1,A,B,0,A,D,0,A,A,1,D,B,0,D,D,1,C,B,0
DL 994035162,15,35,42.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,D,A,0,C,D,0,D,A,0,A,D,0,D,A,0,B,B,1,A,D,0,B,B,1,A,A,1,D,B,0,C,C,1,C,D,0,C,C,1,A,A,1,A,A,1,D,A,0,D,C,0,C,C,1,B,A,0,B,B,1,C,A,0,D,C,0,C,C,1,A,B,0,A,D,0,B,A,0,C,B,0,D,D,1,B,B,1
DL 994035163,11,35,31.43,29-02-2020 00:00,B,B,1,B,D,0,A,D,0,B,D,0,C,D,0,B,B,1,C,A,0,A,D,0,B,A,0,D,D,1,B,A,0,C,B,0,B,D,0,B,B,1,A,A,1,B,B,1,C,C,1,B,D,0,C,C,1,,A,0,,A,0,B,A,0,C,C,1,C,C,1,B,A,0,C,B,0,B,A,0,,C,0,,C,0,C,B,0,A,D,0,B,A,0,D,B,0,D,D,1,,B,0
DL 994035165,16,35,45.71,29-02-2020 00:00,D,B,0,C,D,0,C,D,0,C,D,0,C,D,0,B,B,1,C,A,0,A,D,0,B,A,0,C,D,0,A,A,1,B,B,1,B,D,0,B,B,1,A,A,1,D,B,0,C,C,1,D,D,1,C,C,1,,A,0,C,A,0,A,A,1,B,C,0,C,C,1,A,A,1,B,B,1,A,A,1,,C,0,D,C,0,B,B,1,B,D,0,A,A,1,D,B,0,D,D,1,D,B,0
DL 994035166,14,35,40,29-02-2020 00:00,A,B,0,C,D,0,D,D,1,D,D,1,A,D,0,B,B,1,D,A,0,B,D,0,B,A,0,A,D,0,C,A,0,B,B,1,B,D,0,B,B,1,A,A,1,B,B,1,A,C,0,A,D,0,B,C,0,D,A,0,B,A,0,B,A,0,D,C,0,B,C,0,D,A,0,B,B,1,A,A,1,C,C,1,C,C,1,C,B,0,C,D,0,A,A,1,A,B,0,D,D,1,B,B,1
DL 994035168,28,35,80,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1,A,A,1,D,B,0,C,C,1,D,D,1,A,C,0,A,A,1,A,A,1,A,A,1,B,C,0,A,C,0,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1
DL 994035169,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,A,A,1,D,D,1,D,A,0,A,D,0,B,A,0,C,B,0,B,D,0,A,B,0,A,A,1,A,B,0,C,C,1,C,D,0,B,C,0,D,A,0,A,A,1,D,A,0,A,C,0,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,B,D,0,A,A,1,C,B,0,D,D,1,B,B,1
DL 994035170,22,35,62.86,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,D,D,1,B,B,1,A,A,1,D,D,1,D,A,0,C,D,0,D,A,0,B,B,1,C,D,0,D,B,0,A,A,1,B,B,1,C,C,1,C,D,0,D,C,0,A,A,1,A,A,1,A,A,1,C,C,1,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,B,C,0,B,B,1,A,D,0,A,A,1,D,B,0,D,D,1,B,B,1
DL 994035171,10,35,28.57,29-02-2020 00:00,A,B,0,A,D,0,B,D,0,D,D,1,C,D,0,C,B,0,A,A,1,B,D,0,D,A,0,A,D,0,A,A,1,B,B,1,C,D,0,D,B,0,A,A,1,B,B,1,A,C,0,C,D,0,A,C,0,A,A,1,C,A,0,A,A,1,A,C,0,C,C,1,C,A,0,A,B,0,D,A,0,C,C,1,B,C,0,A,B,0,B,D,0,,A,0,A,B,0,,D,0,A,B,0
DL 994035173,12,35,34.29,29-02-2020 00:00,D,B,0,A,D,0,B,D,0,D,D,1,C,D,0,B,B,1,B,A,0,C,D,0,B,A,0,A,D,0,D,A,0,A,B,0,C,D,0,A,B,0,D,A,0,B,B,1,C,C,1,A,D,0,C,C,1,A,A,1,A,A,1,D,A,0,,C,0,C,C,1,B,A,0,B,B,1,A,A,1,D,C,0,B,C,0,A,B,0,B,D,0,A,A,1,A,B,0,D,D,1,D,B,0
DL 994035174,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,B,D,0,,D,0,B,B,1,B,A,0,A,D,0,A,A,1,A,D,0,D,A,0,B,B,1,B,D,0,A,B,0,A,A,1,,B,0,C,C,1,A,D,0,B,C,0,C,A,0,A,A,1,A,A,1,B,C,0,C,C,1,A,A,1,B,B,1,D,A,0,B,C,0,C,C,1,C,B,0,A,D,0,B,A,0,C,B,0,D,D,1,B,B,1
DL 994035175,18,35,51.43,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,D,A,0,D,D,1,B,A,0,A,D,0,D,A,0,D,B,0,D,D,1,B,B,1,A,A,1,B,B,1,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,D,A,0,,C,0,A,C,0,A,A,1,B,B,1,B,A,0,D,C,0,D,C,0,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 994035176,16,35,45.71,29-02-2020 00:00,B,B,1,C,D,0,A,D,0,,D,0,D,D,1,C,B,0,C,A,0,C,D,0,B,A,0,A,D,0,D,A,0,B,B,1,C,D,0,B,B,1,C,A,0,B,B,1,A,C,0,C,D,0,C,C,1,A,A,1,A,A,1,B,A,0,C,C,1,D,C,0,A,A,1,B,B,1,C,A,0,A,C,0,D,C,0,B,B,1,B,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 994035180,12,35,34.29,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,D,A,0,A,D,0,B,A,0,A,D,0,B,A,0,C,B,0,B,D,0,A,B,0,C,A,0,A,B,0,B,C,0,D,D,1,A,C,0,A,A,1,A,A,1,D,A,0,B,C,0,A,C,0,D,A,0,B,B,1,C,A,0,C,C,1,B,C,0,A,B,0,B,D,0,C,A,0,B,B,1,D,D,1,B,B,1
DL 994035181,25,35,71.43,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,C,A,0,D,D,1,C,A,0,B,D,0,A,A,1,B,B,1,B,D,0,B,B,1,A,A,1,B,B,1,C,C,1,D,D,1,A,C,0,A,A,1,A,A,1,D,A,0,A,C,0,C,C,1,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,B,D,0,A,A,1,B,B,1,D,D,1,A,B,0
DL 994035182,13,35,37.14,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,A,D,0,D,D,1,B,B,1,C,A,0,C,D,0,B,A,0,B,D,0,C,A,0,D,B,0,B,D,0,B,B,1,A,A,1,B,B,1,C,C,1,D,D,1,B,C,0,A,A,1,B,A,0,C,A,0,A,C,0,C,C,1,A,A,1,C,B,0,B,A,0,A,C,0,B,C,0,C,B,0,A,D,0,B,A,0,D,B,0,D,D,1,A,B,0
DL 994035183,16,35,45.71,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,C,D,0,D,D,1,B,B,1,C,A,0,D,D,1,C,A,0,D,D,1,D,A,0,B,B,1,C,D,0,B,B,1,D,A,0,C,B,0,C,C,1,A,D,0,B,C,0,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,B,A,0,B,B,1,A,A,1,C,C,1,A,C,0,B,B,1,A,D,0,B,A,0,C,B,0,D,D,1,A,B,0
DL 994035184,28,35,80,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1,A,A,1,D,B,0,C,C,1,D,D,1,B,C,0,A,A,1,A,A,1,A,A,1,B,C,0,D,C,0,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,A,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 994035185,23,35,65.71,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,B,A,0,C,D,0,B,A,0,B,B,1,D,D,1,B,B,1,A,A,1,,B,0,C,C,1,D,D,1,,C,0,A,A,1,A,A,1,,A,0,,C,0,A,C,0,B,A,0,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,B,D,0,A,A,1,B,B,1,D,D,1,B,B,1
DL 994036186,8,35,22.86,29-02-2020 00:00,C,B,0,B,D,0,A,D,0,,D,0,,D,0,,B,0,,A,0,,D,0,A,A,1,A,D,0,C,A,0,C,B,0,D,D,1,A,B,0,B,A,0,D,B,0,A,C,0,B,D,0,A,C,0,,A,0,,A,0,,A,0,B,C,0,C,C,1,B,A,0,B,B,1,C,A,0,C,C,1,A,C,0,B,B,1,A,D,0,D,A,0,A,B,0,D,D,1,B,B,1
DL 994036187,19,35,54.29,29-02-2020 00:00,B,B,1,C,D,0,D,D,1,D,D,1,C,D,0,A,B,0,A,A,1,D,D,1,A,A,1,C,D,0,C,A,0,A,B,0,B,D,0,A,B,0,A,A,1,C,B,0,C,C,1,A,D,0,C,C,1,A,A,1,A,A,1,D,A,0,D,C,0,A,C,0,A,A,1,A,B,0,A,A,1,D,C,0,C,C,1,B,B,1,D,D,1,A,A,1,A,B,0,D,D,1,B,B,1
DL 994036188,16,35,45.71,29-02-2020 00:00,D,B,0,C,D,0,C,D,0,D,D,1,C,D,0,B,B,1,B,A,0,D,D,1,B,A,0,B,D,0,B,A,0,B,B,1,B,D,0,A,B,0,C,A,0,D,B,0,C,C,1,C,D,0,B,C,0,A,A,1,A,A,1,A,A,1,A,C,0,C,C,1,B,A,0,B,B,1,A,A,1,C,C,1,C,C,1,C,B,0,A,D,0,A,A,1,B,B,1,D,D,1,,B,0
DL 994036190,24,35,68.57,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,B,A,0,C,D,0,C,A,0,B,B,1,D,D,1,B,B,1,A,A,1,A,B,0,C,C,1,D,D,1,C,C,1,A,A,1,A,A,1,C,A,0,B,C,0,C,C,1,B,A,0,B,B,1,A,A,1,C,C,1,C,C,1,A,B,0,D,D,1,D,A,0,B,B,1,D,D,1,B,B,1
DL 994036191,13,35,37.14,29-02-2020 00:00,C,B,0,C,D,0,A,D,0,A,D,0,D,D,1,A,B,0,D,A,0,D,D,1,B,A,0,A,D,0,D,A,0,D,B,0,D,D,1,B,B,1,A,A,1,A,B,0,C,C,1,A,D,0,C,C,1,D,A,0,A,A,1,C,A,0,B,C,0,C,C,1,A,A,1,B,B,1,C,A,0,D,C,0,A,C,0,A,B,0,A,D,0,A,A,1,C,B,0,D,D,1,C,B,0
DL 994036192,17,35,48.57,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,C,D,0,C,B,0,A,A,1,D,D,1,B,A,0,C,D,0,A,A,1,B,B,1,D,D,1,A,B,0,C,A,0,C,B,0,C,C,1,D,D,1,C,C,1,A,A,1,A,A,1,B,A,0,A,C,0,A,C,0,B,A,0,C,B,0,A,A,1,C,C,1,A,C,0,B,B,1,A,D,0,C,A,0,B,B,1,D,D,1,A,B,0
DL 994036193,19,35,54.29,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,B,B,1,A,A,1,D,D,1,A,A,1,C,D,0,B,A,0,B,B,1,A,D,0,C,B,0,A,A,1,D,B,0,C,C,1,A,D,0,C,C,1,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,A,A,1,C,B,0,A,A,1,C,C,1,B,C,0,A,B,0,A,D,0,A,A,1,B,B,1,D,D,1,C,B,0
DL 994036194,16,35,45.71,29-02-2020 00:00,B,B,1,A,D,0,C,D,0,D,D,1,D,D,1,A,B,0,A,A,1,D,D,1,B,A,0,B,D,0,A,A,1,C,B,0,D,D,1,D,B,0,A,A,1,A,B,0,D,C,0,B,D,0,A,C,0,A,A,1,A,A,1,C,A,0,A,C,0,C,C,1,B,A,0,A,B,0,A,A,1,B,C,0,A,C,0,B,B,1,D,D,1,A,A,1,A,B,0,D,D,1,C,B,0
DL 994036195,27,35,77.14,29-02-2020 00:00,B,B,1,C,D,0,B,D,0,D,D,1,D,D,1,B,B,1,A,A,1,D,D,1,A,A,1,D,D,1,B,A,0,B,B,1,C,D,0,B,B,1,A,A,1,A,B,0,C,C,1,C,D,0,C,C,1,A,A,1,A,A,1,D,A,0,C,C,1,B,C,0,A,A,1,B,B,1,A,A,1,C,C,1,C,C,1,B,B,1,D,D,1,A,A,1,B,B,1,D,D,1,B,B,1
DL 994036196,13,35,37.14,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,D,B,0,B,A,0,B,D,0,B,A,0,D,D,1,A,A,1,C,B,0,A,D,0,A,B,0,D,A,0,C,B,0,A,C,0,A,D,0,C,C,1,A,A,1,A,A,1,D,A,0,B,C,0,C,C,1,A,A,1,C,B,0,A,A,1,C,C,1,A,C,0,C,B,0,B,D,0,B,A,0,C,B,0,D,D,1,A,B,0
DL 994036197,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,D,D,1,A,B,0,A,A,1,,D,0,B,A,0,,D,0,,A,0,A,B,0,C,D,0,A,B,0,D,A,0,,B,0,C,C,1,B,D,0,C,C,1,A,A,1,A,A,1,C,A,0,A,C,0,A,C,0,B,A,0,B,B,1,A,A,1,,C,0,,C,0,B,B,1,,D,0,A,A,1,,B,0,D,D,1,B,B,1
DL 994036198,10,35,28.57,29-02-2020 00:00,D,B,0,C,D,0,A,D,0,C,D,0,B,D,0,C,B,0,A,A,1,B,D,0,A,A,1,C,D,0,D,A,0,B,B,1,D,D,1,A,B,0,C,A,0,B,B,1,A,C,0,D,D,1,A,C,0,B,A,0,C,A,0,B,A,0,A,C,0,C,C,1,C,A,0,D,B,0,A,A,1,A,C,0,B,C,0,B,B,1,C,D,0,A,A,1,D,B,0,B,D,0,C,B,0
DL 994036199,14,35,40,29-02-2020 00:00,B,B,1,C,D,0,C,D,0,D,D,1,A,D,0,B,B,1,D,A,0,B,D,0,B,A,0,C,D,0,B,A,0,C,B,0,A,D,0,C,B,0,A,A,1,D,B,0,C,C,1,D,D,1,A,C,0,A,A,1,A,A,1,C,A,0,B,C,0,A,C,0,D,A,0,B,B,1,A,A,1,A,C,0,C,C,1,B,B,1,D,D,1,B,A,0,A,B,0,D,D,1,C,B,0
